Expected CAGR,Portfolio SD,P5,Median,P95,Downside probability,Downside vs current,Upside vs current,Portfolio last value
0.385233678,41835.79156,33922.59562,71506.41453,173032.3944,0.2623868,-0.400844081,2.056174841,56617.30869
